0,0,0
50,4,0
100,8,0
150,18,0
200,31,0
250,40,0
299,47,1
338,52,12
375,60,25
406,66,44
434,74,66
455,79,95
480,85,120
500,90,150
519,97,181
544,106,206
559,111,241
584,121,266
602,131,298
622,141,328
638,147,362
657,156,393
672,162,428
689,171,461
706,180,494
722,187,528
734,193,566
747,199,603
759,207,641
780,220,670
792,225,708
808,238,742
815,242,785
825,248,825
837,256,863
847,262,903
859,269,941
870,275,980
876,279,1024
886,285,1064
894,290,1106
903,295,1147
911,300,1189
919,304,1231
926,309,1274
934,316,1316
941,322,1359
946,326,1404
955,334,1445
961,338,1489
968,343,1532
977,350,1573
983,354,1617
988,357,1662
995,364,1705
999,366,1751
1007,371,1793
1013,376,1837
1019,381,1881
1026,386,1924
1034,392,1966
1040,394,2010
1048,400,2052
1054,404,2096
1061,410,2139
1070,417,2180
1075,422,2225
1081,424,2269
1089,431,2311
1098,439,2352
1106,444,2394
1113,450,2437
1121,456,2479
1128,458,2522
1133,460,2567
1143,469,2607
1153,477,2647
1159,482,2691
1168,489,2732
1176,494,2774
1181,497,2819
1184,499,2866
1193,504,2907
1201,511,2949
1207,515,2993
1211,517,3039
1213,517,3087
1217,520,3133
1221,523,3179
1229,529,3221
1237,533,3263
1239,535,3311
1244,538,3356
1249,543,3401
1257,551,3443
1262,556,3488
1271,562,3529
1276,566,3574
1282,572,3618
1289,576,3661
