0,0,0
50,6,0
131,17,0
225,25,0
320,34,0
418,43,0
518,55,0
618,65,0
718,77,0
818,87,0
918,95,0
1018,104,0
1118,115,0
1217,125,1
1317,133,1
1414,145,4
1509,154,9
1601,163,17
1692,173,26
1785,191,33
1871,198,47
1954,208,64
2034,216,84
2109,223,109
2186,230,132
2254,238,164
2319,248,199
2385,255,233
2460,262,258
2526,275,292
2591,286,327
2654,293,364
2712,302,406
2776,316,442
2845,330,473
2908,339,510
2970,348,548
3029,355,589
3089,366,629
3151,373,667
3210,381,708
3266,389,752
3325,395,793
3382,401,836
3447,412,871
3507,421,911
3568,429,950
3627,439,991
3690,457,1028
3754,467,1064
3812,477,1106
3876,485,1142
3937,494,1181
4001,512,1217
4059,517,1259
4119,526,1299
4180,537,1338
4239,551,1379
4297,560,1421
4361,570,1457
4418,581,1500
4484,591,1534
4545,599,1573
4598,604,1620
4660,615,1658
4720,624,1698
4780,637,1738
4835,646,1783
4898,658,1820
4960,666,1858
5017,672,1901
5076,680,1942
5134,688,1984
5195,701,2023
5252,710,2066
5311,720,2107
5371,737,2147
5428,748,2190
5492,757,2226
5554,766,2264
5617,777,2301
5680,783,2338
5735,788,2383
5794,796,2424
5851,808,2467
5915,819,2503
5973,828,2545
6031,838,2587
6092,851,2626
6151,863,2667
6217,875,2701
6282,883,2736
6343,890,2775
6401,899,2817
6459,907,2859
6525,923,2893
6582,931,2936
6645,943,2973
6704,952,3014
6762,962,3056
