2,1
2,1
2,1
2,1
2,1
3,1
3,1
3,1
4,3
4,3
4,3
4,3
4,3
4,3
5,4
5,4
5,4
5,3
5,1
6,5
6,1
6,4
6,2
6,4
6,3
6,4
7,6
7,6
7,3
7,1
8,7
8,7
8,6
9,6
9,8
9,6
9,6
9,3
10,9
10,8
10,5
10,1
11,9
11,8
11,10
11,4
11,10
11,4
11,6
11,1
12,10
12,11
12,1
12,5
12,2
13,11
13,10
13,7
13,12
13,8
13,4
13,12
13,8
13,1
13,12
14,10
14,7
14,10
14,7
14,1
14,1
15,10
15,10
15,1
15,5
15,1
15,7
15,5
15,12
15,1
15,1
15,7
15,1
16,10
16,1
16,5
16,15
16,10
17,10
17,10
17,9
17,8
17,3
17,15
18,4
18,10
18,1
18,9
18,16
18,16
18,11
18,1
18,8
19,16
19,15
19,12
20,10
20,10
20,18
20,5
20,5
20,4
21,10
21,10
21,9
21,16
22,8
22,10
22,15
22,9
22,1
22,9
22,10
22,16
23,10
23,15
23,14
23,20
23,10
23,17
23,14
23,1
24,10
24,5
24,12
24,2
25,10
25,18
25,10
25,1
25,10
25,18
25,17
25,17
26,10
27,10
27,1
27,1
27,1
28,10
28,10
28,18
28,2
28,10
28,9
29,10
29,10
29,17
29,1
29,10
29,1
30,10
30,10
30,10
30,13
30,11
30,11
31,10
31,10
31,1
31,9
31,6
32,10
32,10
32,16
32,10
32,10
33,10
33,10
33,1
33,17
33,14
33,13
33,10
33,11
33,1
34,10
35,10
35,10
35,10
35,1
36,10
36,10
36,1
36,10
37,10
37,10
37,9
37,17
37,10
37,2
37,15
38,5
38,10
38,10
38,10
38,4
38,19
38,10
39,10
39,10
39,10
39,1
39,1
40,10
40,1
41,10
41,10
41,10
41,7
41,10
41,1
41,1
42,1
42,10
42,10
42,5
43,6
43,10
43,10
43,3
43,10
43,1
43,19
43,1
44,10
44,1
44,1
44,10
44,10
44,10
44,9
44,1
44,9
45,10
45,10
45,1
45,1
45,14
45,5
46,10
46,10
46,10
46,1
46,10
46,10
47,10
47,10
47,10
48,1
48,10
48,10
48,10
48,10
49,10
49,10
49,10
49,10
50,10
50,10
50,10
50,1
50,10
50,1
50,16
51,10
51,1
52,10
52,10
52,10
52,10
52,10
52,19
52,10
52,17
53,17
53,10
53,10
53,10
53,10
53,6
53,7
54,10
54,7
55,7
55,1
56,10
56,1
56,18
56,10
57,10
57,10
57,10
58,10
58,10
58,10
58,10
58,10
58,1
59,10
59,10
59,10
59,8
59,1
60,10
60,10
60,10
61,10
61,1
61,1
61,10
62,9
62,10
62,10
62,1
62,10
63,10
63,10
63,10
63,6
64,10
64,10
64,10
64,10
64,10
64,10
64,1
64,19
65,10
65,10
65,8
65,10
66,10
66,10
66,15
66,10
66,10
67,10
67,10
67,10
67,10
68,10
68,10
68,10
68,1
69,10
69,1
70,10
70,10
70,5
70,16
70,1
71,10
71,10
71,10
71,17
71,19
71,10
72,9
72,10
72,10
73,11
73,10
73,10
73,10
73,10
73,10
73,1
73,5
73,10
74,10
74,10
74,10
74,1
75,10
75,10
75,10
75,18
76,1
76,10
76,10
76,8
76,10
76,10
77,10
77,10
77,10
78,10
78,6
79,10
79,10
79,10
79,9
79,1
79,9
80,10
80,1
81,10
81,10
81,10
82,10
82,10
82,5
82,10
82,10
82,10
83,10
83,10
83,10
83,10
83,10
83,1
83,9
84,10
84,17
84,1
85,10
85,10
85,10
85,10
85,9
85,1
86,10
86,10
86,10
86,10
87,10
87,10
87,10
88,10
88,10
88,10
89,10
89,1
89,10
90,10
90,1
90,1
91,10
91,1
91,10
91,17
91,10
91,18
92,10
92,10
92,1
92,10
93,10
93,10
93,10
93,10
94,10
94,1
94,10
95,10
95,1
95,10
95,1
95,7
95,9
96,10
96,10
96,1
97,10
97,1
97,1
98,10
98,10
98,10
98,10
98,10
98,10
98,10
99,10
99,10
99,10
99,10
99,10
99,1
100,10
100,10
100,10
