0,0,0
50,10,0
101,14,0
151,17,0
201,19,0
252,23,0
303,27,0
353,32,0
404,35,0
455,39,0
505,43,0
553,47,3
602,55,5
647,57,10
688,62,19
727,66,30
754,69,54
780,76,78
802,79,108
819,84,142
836,89,175
846,92,215
853,94,258
861,100,300
870,105,341
878,109,383
884,113,428
890,118,472
899,123,514
905,128,558
908,129,605
915,134,649
925,141,689
931,146,735
936,150,780
940,152,827
942,154,876
951,161,917
954,164,964
959,169,1009
963,172,1055
966,175,1102
971,179,1147
973,181,1196
974,181,1245
977,183,1293
987,191,1334
991,194,1381
999,200,1423
1003,203,1469
1006,205,1516
1009,207,1563
1011,208,1612
1016,213,1657
1020,217,1703
1026,223,1747
1034,229,1791
1038,231,1839
1043,234,1885
1048,239,1930
1052,242,1976
1052,242,2026
1056,246,2073
1061,251,2119
1064,251,2166
1069,256,2212
1076,263,2256
1080,266,2302
1087,271,2345
1094,277,2388
1100,283,2433
1106,289,2478
1113,296,2521
1117,299,2568
1124,306,2611
1128,310,2657
1130,311,2705
1133,314,2752
1137,318,2799
1140,321,2847
1143,323,2895
1148,328,2941
1154,334,2986
1163,342,3027
1165,343,3075
1169,346,3121
1177,354,3163
1181,358,3209
1183,359,3258
1190,366,3301
1195,371,3347
1202,377,3390
1206,380,3436
1217,390,3475
1224,397,3518
1228,400,3564
1231,403,3611
1234,406,3658
1236,408,3706
1241,413,3751
